Tool_Type,Brand,Tool_Age_Days,Days_Since_Last_Cal,Total_Checkouts,Total_Usage_Hours,Avg_Duration_Hours,Unique_Users,Past_Failures,Env_Stress_Index,Criticality_Score,Maintenance_Cost,Label_Recommended_Days_Until_Cal
Borescope,Snap-on,331,24,117,1226.0,10.5,71,1,28,2,183.1,138
Pneumatic Drill,Snap-on,593,194,265,735.1,2.8,91,1,34,3,209.3,-3
Multimeter,Facom,1201,208,69,511.7,7.4,37,2,81,2,420.1,-8
Multimeter,Snap-on,878,304,95,387.9,4.1,67,1,56,2,237.8,-8
Pneumatic Drill,Snap-on,318,310,70,393.4,5.6,30,2,77,3,331.8,0
Multimeter,Snap-on,1566,160,82,443.7,5.4,39,0,35,2,156.6,1
Digital Torque Wrench,Snap-on,275,327,63,248.0,3.9,46,1,26,5,177.5,2
Pneumatic Drill,Fluke,1044,215,114,742.4,6.5,88,3,78,3,554.4,4
Digital Torque Wrench,Facom,956,307,192,749.9,3.9,39,0,41,5,95.6,1
Digital Torque Wrench,Fluke,737,128,173,139.6,0.8,114,1,70,5,223.7,67
Hydraulic Pump,Fluke,1526,49,54,513.5,9.5,40,1,71,2,302.6,67
Hydraulic Pump,Makita,1823,255,13,87.6,6.7,9,3,52,2,632.3,5
Borescope,Fluke,1645,120,66,610.4,9.2,42,1,42,2,314.5,20
Digital Torque Wrench,Facom,615,317,34,130.5,3.8,12,0,96,5,61.5,9
Multimeter,Bosch,1302,63,141,761.4,5.4,62,0,55,2,130.2,64
Digital Torque Wrench,Makita,77,73,44,146.9,3.3,19,0,88,5,7.7,81
Digital Torque Wrench,Snap-on,1813,365,52,140.2,2.7,18,1,80,5,331.3,19
Hydraulic Pump,Fluke,332,218,52,614.2,11.8,27,0,22,2,33.2,9
Borescope,Makita,42,275,136,1099.5,8.1,31,0,85,2,4.2,-1
Borescope,Bosch,623,151,102,898.6,8.8,66,2,1,2,362.3,-2
Multimeter,Facom,631,25,20,232.7,11.6,13,0,85,2,63.1,146
Digital Torque Wrench,Bosch,1278,141,157,286.5,1.8,44,3,91,5,577.8,-3
Borescope,Snap-on,429,324,135,1023.8,7.6,48,0,57,2,42.9,0
Digital Torque Wrench,Snap-on,859,148,108,147.3,1.4,39,0,18,5,85.9,36
Pneumatic Drill,Facom,1635,112,258,1327.0,5.1,109,2,96,3,463.5,9
Multimeter,Fluke,636,43,19,85.8,4.5,12,1,19,2,213.6,125
Multimeter,Makita,1324,272,10,107.6,10.8,2,1,45,2,282.4,-5
Hydraulic Pump,Bosch,544,355,119,345.2,2.9,63,1,14,2,204.4,19
Hydraulic Pump,Facom,121,323,102,597.4,5.9,49,0,21,2,12.1,8
Digital Torque Wrench,Makita,212,94,75,94.3,1.3,50,0,36,5,21.2,95
Multimeter,Snap-on,389,110,33,155.8,4.7,16,0,66,2,38.9,80
Digital Torque Wrench,Snap-on,1743,348,79,211.5,2.7,30,2,58,5,474.3,15
Hydraulic Pump,Bosch,912,256,12,79.5,6.6,5,0,59,2,91.2,8
Hydraulic Pump,Bosch,397,321,55,113.8,2.1,41,0,56,2,39.7,-6
Pneumatic Drill,Makita,678,332,342,1001.9,2.9,251,0,95,3,67.8,13
Multimeter,Bosch,1182,245,52,577.8,11.1,30,0,84,2,118.2,20
Multimeter,Snap-on,576,281,65,715.0,11.0,19,0,36,2,57.6,14
Multimeter,Fluke,385,11,58,393.5,6.8,38,0,94,2,38.5,143
Multimeter,Makita,122,267,44,504.4,11.5,22,0,92,2,12.2,12
Pneumatic Drill,Bosch,704,253,294,2080.2,7.1,62,1,87,3,220.4,4
Borescope,Snap-on,1132,92,30,214.1,7.1,12,1,24,2,263.2,68
Borescope,Makita,962,55,51,65.4,1.3,26,2,22,2,396.2,113
Pneumatic Drill,Facom,1622,295,81,289.7,3.6,47,1,92,3,312.2,-6
Digital Torque Wrench,Makita,344,83,93,221.6,2.4,45,0,18,5,34.4,86
Hydraulic Pump,Makita,518,117,149,1661.0,11.1,54,0,38,2,51.8,43
Digital Torque Wrench,Snap-on,1589,168,41,123.9,3.0,21,2,69,5,458.9,-3
Digital Torque Wrench,Snap-on,655,271,173,227.1,1.3,36,0,28,5,65.5,-5
Borescope,Facom,1082,246,46,366.9,8.0,34,2,72,2,408.2,4
Borescope,Bosch,953,320,28,119.8,4.3,6,1,31,2,245.3,20
Multimeter,Snap-on,1395,351,102,640.3,6.3,59,0,5,2,139.5,4
Hydraulic Pump,Fluke,462,208,55,280.1,5.1,29,0,56,2,46.2,15
Digital Torque Wrench,Facom,1745,121,84,93.5,1.1,52,0,17,5,174.5,54
Digital Torque Wrench,Facom,452,246,156,132.8,0.9,99,0,1,5,45.2,-8
Hydraulic Pump,Facom,179,210,115,427.9,3.7,41,0,5,2,17.9,10
Hydraulic Pump,Fluke,778,214,92,661.7,7.2,55,0,51,2,77.8,13
Pneumatic Drill,Bosch,216,57,151,615.6,4.1,109,0,34,3,21.6,103
Multimeter,Snap-on,1636,297,120,587.1,4.9,29,1,85,2,313.6,8
Digital Torque Wrench,Fluke,609,168,104,137.7,1.3,41,0,34,5,60.9,4
Multimeter,Bosch,290,294,85,468.4,5.5,63,0,64,2,29.0,3
Multimeter,Makita,1697,270,16,101.7,6.4,11,1,51,2,319.7,15
Digital Torque Wrench,Fluke,834,272,200,740.0,3.7,98,0,70,5,83.4,-6
Digital Torque Wrench,Fluke,1710,335,200,547.0,2.7,159,0,20,5,171.0,-5
Multimeter,Bosch,519,137,140,660.3,4.7,83,2,51,2,351.9,23
Pneumatic Drill,Makita,76,49,176,530.8,3.0,118,0,32,3,7.6,112
Hydraulic Pump,Facom,1397,117,150,1592.5,10.6,65,0,20,2,139.7,15
Multimeter,Fluke,1224,58,60,551.0,9.2,21,1,7,2,272.4,60
Digital Torque Wrench,Snap-on,556,203,77,295.5,3.8,33,1,100,5,205.6,14
Digital Torque Wrench,Makita,1294,338,43,23.5,0.5,21,0,57,5,129.4,13
Pneumatic Drill,Snap-on,366,205,299,1579.8,5.3,101,0,47,3,36.6,8
Multimeter,Makita,628,144,74,593.2,8.0,25,0,80,2,62.8,0
Digital Torque Wrench,Fluke,1211,80,162,299.9,1.9,112,2,23,5,421.1,72
Hydraulic Pump,Makita,1733,216,73,624.1,8.5,30,0,72,2,173.3,1
Pneumatic Drill,Bosch,552,252,130,267.4,2.1,67,1,50,3,205.2,-6
Digital Torque Wrench,Makita,860,131,90,332.5,3.7,63,1,84,5,236.0,21
Digital Torque Wrench,Bosch,106,98,81,316.7,3.9,17,0,57,5,10.6,73
Digital Torque Wrench,Fluke,834,70,165,331.0,2.0,126,0,70,5,83.4,105
Hydraulic Pump,Snap-on,1445,313,135,406.2,3.0,61,2,21,2,444.5,2
Digital Torque Wrench,Makita,1424,70,162,647.8,4.0,120,0,82,5,142.4,39
Digital Torque Wrench,Fluke,654,339,186,218.5,1.2,64,2,95,5,365.4,10
Borescope,Snap-on,1801,168,15,134.1,8.9,5,2,25,2,480.1,15
Borescope,Fluke,1294,76,107,465.6,4.4,81,1,92,2,279.4,62
Pneumatic Drill,Bosch,1184,287,369,2136.1,5.8,134,1,39,3,268.4,5
Multimeter,Facom,165,49,136,639.5,4.7,34,0,32,2,16.5,86
Multimeter,Makita,1285,295,32,308.8,9.7,18,3,64,2,578.5,-2
Pneumatic Drill,Snap-on,162,156,337,2403.0,7.1,101,0,109,3,16.2,10
Digital Torque Wrench,Makita,696,343,55,88.1,1.6,29,1,54,5,219.6,-6
Borescope,Makita,1537,43,46,457.0,9.9,10,2,78,2,453.7,126
Hydraulic Pump,Snap-on,1436,345,108,607.2,5.6,30,2,60,2,443.6,-5
Hydraulic Pump,Fluke,370,361,115,860.9,7.5,25,1,90,2,187.0,15
Digital Torque Wrench,Bosch,1191,5,162,378.1,2.3,98,1,4,5,269.1,152
Multimeter,Snap-on,1460,114,149,1546.7,10.4,71,2,78,2,446.0,26
Pneumatic Drill,Makita,921,332,411,1367.0,3.3,154,3,100,3,542.1,-8
Pneumatic Drill,Fluke,1531,82,371,1969.8,5.3,120,1,31,3,303.1,47
Borescope,Fluke,829,95,30,288.4,9.6,17,0,16,2,82.9,90
Pneumatic Drill,Bosch,313,134,276,945.5,3.4,105,2,69,3,331.3,7
Digital Torque Wrench,Makita,501,151,57,226.5,4.0,26,2,39,5,350.1,21
Multimeter,Makita,1557,82,89,109.2,1.2,31,3,21,2,605.7,38
Multimeter,Makita,130,233,95,254.3,2.7,55,0,78,2,13.0,18
Pneumatic Drill,Snap-on,459,347,126,561.2,4.5,29,2,75,3,345.9,22
Borescope,Makita,1551,126,126,546.1,4.3,80,0,70,2,155.1,1
Borescope,Facom,1749,21,140,1322.8,9.4,54,2,91,2,474.9,84
Hydraulic Pump,Fluke,1676,224,119,834.5,7.0,62,0,0,2,167.6,7
Hydraulic Pump,Facom,42,195,142,197.6,1.4,54,2,25,2,304.2,2
Pneumatic Drill,Makita,1096,27,123,574.1,4.7,85,1,84,3,259.6,70
Digital Torque Wrench,Facom,201,275,43,48.5,1.1,14,0,0,5,20.1,21
Hydraulic Pump,Makita,533,65,127,1361.7,10.7,56,0,26,2,53.3,100
Pneumatic Drill,Fluke,1390,195,142,899.2,6.3,40,1,30,3,289.0,5
Digital Torque Wrench,Bosch,769,97,137,530.0,3.9,80,0,12,5,76.9,59
Multimeter,Facom,911,325,143,1390.0,9.7,56,1,93,2,241.1,-3
Borescope,Facom,471,47,10,91.3,9.1,4,0,19,2,47.1,137
Digital Torque Wrench,Snap-on,43,21,162,208.8,1.3,52,1,76,5,154.3,146
Borescope,Makita,1808,361,139,985.3,7.1,88,0,58,2,180.8,11
Borescope,Makita,179,302,13,131.5,10.1,7,0,50,2,17.9,0
Multimeter,Facom,1600,65,146,435.7,3.0,94,1,54,2,310.0,109
Digital Torque Wrench,Fluke,1331,268,136,327.0,2.4,83,0,50,5,133.1,-3
Digital Torque Wrench,Facom,182,229,180,537.7,3.0,121,0,51,5,18.2,13
Borescope,Fluke,1016,199,22,100.0,4.5,13,0,19,2,101.6,19
Multimeter,Bosch,1539,255,127,935.9,7.4,28,0,98,2,153.9,-7
Hydraulic Pump,Snap-on,388,69,11,127.9,11.6,6,0,76,2,38.8,124
Pneumatic Drill,Bosch,1469,213,465,2167.2,4.7,236,2,98,3,446.9,5
Pneumatic Drill,Bosch,1747,2,110,467.4,4.2,68,2,116,3,474.7,150
Borescope,Makita,997,311,73,462.2,6.3,34,1,1,2,249.7,4
Borescope,Fluke,1135,326,13,33.5,2.6,7,0,2,2,113.5,15
Hydraulic Pump,Makita,1016,32,28,245.2,8.8,16,1,32,2,251.6,118
Digital Torque Wrench,Snap-on,1204,74,129,316.4,2.5,91,2,35,5,420.4,80
Multimeter,Facom,1414,235,88,930.7,10.6,55,1,48,2,291.4,13
Pneumatic Drill,Fluke,72,322,177,1353.7,7.6,45,0,77,3,7.2,19
Digital Torque Wrench,Fluke,837,229,121,226.2,1.9,68,0,100,5,83.7,21
Pneumatic Drill,Snap-on,1370,20,306,1613.5,5.3,135,3,75,3,587.0,85
Hydraulic Pump,Fluke,185,357,87,757.3,8.7,55,0,55,2,18.5,7
Pneumatic Drill,Fluke,72,49,92,295.8,3.2,21,0,22,3,7.2,117
Pneumatic Drill,Snap-on,528,239,452,2730.5,6.0,334,3,57,3,502.8,14
Pneumatic Drill,Facom,758,64,166,686.4,4.1,34,4,92,3,675.8,34
Pneumatic Drill,Facom,1790,343,56,294.0,5.2,13,0,54,3,179.0,0
Borescope,Fluke,1014,59,132,720.8,5.5,102,2,93,2,401.4,38
Multimeter,Fluke,559,260,136,345.1,2.5,93,1,83,2,205.9,22
Multimeter,Makita,44,254,15,120.2,8.0,6,0,63,2,4.4,9
Pneumatic Drill,Fluke,769,148,294,1170.6,4.0,77,2,42,3,376.9,13
Digital Torque Wrench,Snap-on,1180,178,23,76.2,3.3,7,1,74,5,268.0,13
Digital Torque Wrench,Makita,1649,69,155,606.7,3.9,47,0,65,5,164.9,56
Multimeter,Snap-on,622,290,69,89.9,1.3,39,0,88,2,62.2,16
Pneumatic Drill,Facom,1328,138,184,555.1,3.0,143,1,108,3,282.8,8
Digital Torque Wrench,Facom,434,290,135,428.5,3.2,32,0,44,5,43.4,20
Pneumatic Drill,Makita,785,101,323,834.7,2.6,250,0,26,3,78.5,45
Digital Torque Wrench,Fluke,52,332,127,399.3,3.1,55,0,64,5,5.2,21
Pneumatic Drill,Bosch,1054,203,154,1184.1,7.7,56,4,70,3,705.4,-8
Digital Torque Wrench,Fluke,1407,276,55,148.1,2.7,31,1,54,5,290.7,1
Borescope,Bosch,1151,2,48,189.4,3.9,18,3,58,2,565.1,114
Pneumatic Drill,Makita,1368,2,390,3063.7,7.9,236,3,99,3,586.8,74
Digital Torque Wrench,Fluke,1098,160,153,419.0,2.7,34,0,61,5,109.8,5
Digital Torque Wrench,Makita,420,219,171,487.7,2.9,60,0,57,5,42.0,12
Pneumatic Drill,Facom,967,43,116,264.6,2.3,36,2,56,3,396.7,139
Hydraulic Pump,Snap-on,1509,165,145,773.8,5.3,109,2,21,2,450.9,9
Hydraulic Pump,Bosch,1290,56,51,195.8,3.8,34,0,93,2,129.0,79
Digital Torque Wrench,Facom,1019,211,44,35.6,0.8,33,1,58,5,251.9,-4
Pneumatic Drill,Snap-on,963,226,398,3151.5,7.9,232,2,32,3,396.3,4
Multimeter,Bosch,1792,57,150,1029.8,6.9,71,1,10,2,329.2,63
Borescope,Fluke,277,109,131,972.3,7.4,104,1,35,2,177.7,55
Borescope,Facom,1389,243,87,456.8,5.3,21,0,30,2,138.9,-6
Multimeter,Facom,1247,348,28,81.9,2.9,16,1,87,2,274.7,16
Pneumatic Drill,Fluke,1762,225,352,2054.8,5.8,131,1,32,3,326.2,-4
Digital Torque Wrench,Snap-on,927,323,169,348.5,2.1,59,0,47,5,92.7,11
Borescope,Snap-on,1469,205,46,199.5,4.3,24,0,58,2,146.9,5
Borescope,Snap-on,527,50,14,76.0,5.4,7,2,74,2,352.7,144
Pneumatic Drill,Snap-on,1754,247,412,1426.9,3.5,166,2,113,3,475.4,12
Multimeter,Makita,524,164,68,362.6,5.3,51,0,86,2,52.4,-3
Multimeter,Makita,1729,269,112,1263.3,11.3,28,2,11,2,472.9,-4
Hydraulic Pump,Makita,664,106,100,700.3,7.0,25,1,7,2,216.4,52
Hydraulic Pump,Makita,594,295,100,918.3,9.2,54,0,18,2,59.4,-2
Pneumatic Drill,Bosch,1090,228,464,1368.6,2.9,245,0,69,3,109.0,2
Multimeter,Fluke,86,266,148,919.7,6.2,66,1,37,2,158.6,15
Pneumatic Drill,Snap-on,61,165,205,1085.5,5.3,105,1,66,3,156.1,15
Hydraulic Pump,Snap-on,230,127,24,73.6,3.1,6,0,45,2,23.0,64
Multimeter,Bosch,313,40,75,492.1,6.6,37,0,16,2,31.3,145
Digital Torque Wrench,Facom,298,266,58,55.0,0.9,11,0,63,5,29.8,2
Pneumatic Drill,Fluke,1108,137,408,2224.7,5.5,231,1,48,3,260.8,14
Hydraulic Pump,Bosch,1285,44,109,897.2,8.2,68,1,26,2,278.5,72
Multimeter,Fluke,1410,171,150,166.9,1.1,59,1,64,2,291.0,5
Borescope,Snap-on,340,338,134,659.0,4.9,27,0,89,2,34.0,8
Pneumatic Drill,Facom,1811,121,256,1472.2,5.8,170,0,84,3,181.1,11
Multimeter,Snap-on,613,185,65,657.5,10.1,33,1,73,2,211.3,18
Pneumatic Drill,Snap-on,274,110,408,2473.9,6.1,142,1,22,3,177.4,55
Digital Torque Wrench,Facom,1017,33,99,242.9,2.5,54,2,94,5,401.7,114
Digital Torque Wrench,Fluke,1514,201,121,406.3,3.4,79,1,77,5,301.4,4
Pneumatic Drill,Bosch,726,204,211,971.4,4.6,162,0,87,3,72.6,8
Pneumatic Drill,Snap-on,471,136,395,2558.3,6.5,247,0,58,3,47.1,10
Digital Torque Wrench,Bosch,1023,77,157,382.8,2.4,111,0,44,5,102.3,69
Borescope,Fluke,1187,255,16,69.5,4.3,5,1,48,2,268.7,22
Hydraulic Pump,Fluke,1573,97,48,410.0,8.5,16,1,74,2,307.3,60
Multimeter,Snap-on,57,115,125,1022.9,8.2,55,0,36,2,5.7,34
Digital Torque Wrench,Facom,1818,334,132,346.8,2.6,63,4,93,5,781.8,19
Pneumatic Drill,Bosch,311,192,279,1197.9,4.3,157,0,94,3,31.1,4
Multimeter,Fluke,440,17,85,842.2,9.9,50,1,54,2,194.0,121
Borescope,Makita,1085,12,57,127.1,2.2,33,0,57,2,108.5,151
Multimeter,Snap-on,1490,178,16,76.5,4.8,9,1,4,2,299.0,-8
Digital Torque Wrench,Bosch,292,245,167,124.1,0.7,125,1,68,5,179.2,18
Borescope,Bosch,676,77,46,457.9,10.0,27,0,90,2,67.6,98
Hydraulic Pump,Bosch,1403,168,17,46.6,2.7,11,3,36,2,590.3,20
Hydraulic Pump,Makita,1556,242,39,196.5,5.0,21,0,47,2,155.6,-1
Borescope,Bosch,310,227,145,1024.5,7.1,101,0,0,2,31.0,19
Hydraulic Pump,Snap-on,554,213,19,148.3,7.8,14,0,28,2,55.4,18
Pneumatic Drill,Snap-on,99,240,325,2594.2,8.0,70,1,85,3,159.9,-5
Multimeter,Facom,1047,351,37,368.8,10.0,11,1,40,2,254.7,8
Digital Torque Wrench,Makita,1038,176,89,132.8,1.5,65,0,93,5,103.8,12
Pneumatic Drill,Snap-on,285,35,152,769.9,5.1,85,0,54,3,28.5,126
Borescope,Snap-on,681,339,67,122.3,1.8,20,3,97,2,518.1,-5
Multimeter,Bosch,503,7,134,1586.6,11.8,70,1,34,2,200.3,133
Pneumatic Drill,Fluke,825,192,168,1171.6,7.0,55,0,65,3,82.5,11
Digital Torque Wrench,Facom,409,168,51,38.4,0.8,12,1,27,5,190.9,6
Digital Torque Wrench,Facom,974,115,185,280.0,1.5,73,1,25,5,247.4,52
Pneumatic Drill,Makita,344,145,65,493.7,7.6,41,2,86,3,334.4,5
Digital Torque Wrench,Snap-on,770,125,42,43.1,1.0,17,0,87,5,77.0,21
Borescope,Fluke,1151,347,85,739.7,8.7,56,1,38,2,265.1,8
Digital Torque Wrench,Makita,1763,292,21,79.2,3.8,6,1,64,5,326.3,8
Digital Torque Wrench,Makita,232,9,136,242.9,1.8,92,0,98,5,23.2,142
Pneumatic Drill,Makita,1324,188,241,602.8,2.5,154,0,69,3,132.4,10
Pneumatic Drill,Fluke,261,271,265,1562.7,5.9,190,0,32,3,26.1,6
Multimeter,Bosch,833,24,147,1521.7,10.4,83,1,63,2,233.3,130
Digital Torque Wrench,Makita,1492,164,87,221.0,2.5,34,2,78,5,449.2,11
Digital Torque Wrench,Snap-on,1234,255,78,287.5,3.7,53,0,61,5,123.4,8
Multimeter,Fluke,359,35,60,208.0,3.5,47,0,77,2,35.9,144
Digital Torque Wrench,Fluke,1251,226,175,590.8,3.4,59,0,17,5,125.1,-5
Pneumatic Drill,Facom,1317,118,500,1216.1,2.4,248,1,84,3,281.7,12
Hydraulic Pump,Makita,401,340,26,195.3,7.5,17,0,86,2,40.1,16
Pneumatic Drill,Facom,1012,231,186,1244.5,6.7,139,0,39,3,101.2,22
Digital Torque Wrench,Bosch,176,328,34,45.6,1.3,8,0,43,5,17.6,3
Multimeter,Makita,594,177,49,207.6,4.2,12,0,8,2,59.4,12
Pneumatic Drill,Makita,1137,301,79,195.6,2.5,59,0,27,3,113.7,4
Multimeter,Makita,269,270,128,862.7,6.7,31,1,51,2,176.9,11
Digital Torque Wrench,Facom,1679,285,147,163.9,1.1,89,1,75,5,317.9,-6
Hydraulic Pump,Facom,1709,115,95,195.6,2.1,47,1,71,2,320.9,44
Multimeter,Facom,999,151,99,653.2,6.6,47,0,60,2,99.9,20
Multimeter,Fluke,1484,297,132,1178.2,8.9,99,3,13,2,598.4,-3
Multimeter,Makita,318,72,18,91.3,5.1,4,0,75,2,31.8,106
Multimeter,Bosch,522,14,128,1500.5,11.7,83,0,62,2,52.2,123
Multimeter,Fluke,529,175,89,971.3,10.9,55,0,73,2,52.9,5
Borescope,Snap-on,723,83,39,321.0,8.2,17,1,32,2,222.3,83
Borescope,Snap-on,1690,202,30,109.9,3.7,18,2,72,2,469.0,1
Hydraulic Pump,Fluke,784,274,107,1178.7,11.0,30,1,28,2,228.4,4
Multimeter,Bosch,1816,40,77,660.8,8.6,56,1,24,2,331.6,105
Multimeter,Fluke,1140,21,88,458.4,5.2,68,0,66,2,114.0,139
Borescope,Facom,470,345,62,159.1,2.6,24,0,84,2,47.0,16
Pneumatic Drill,Fluke,1487,326,446,2190.8,4.9,127,4,76,3,748.7,-1
Pneumatic Drill,Facom,721,290,164,739.0,4.5,65,4,54,3,672.1,-5
Borescope,Makita,821,258,149,1679.3,11.3,74,0,73,2,82.1,0
Multimeter,Makita,1149,316,19,149.9,7.9,12,0,21,2,114.9,-1
Hydraulic Pump,Facom,617,337,50,65.0,1.3,34,0,34,2,61.7,-7
Borescope,Makita,1469,204,48,56.1,1.2,32,0,18,2,146.9,1
Borescope,Snap-on,1771,252,78,467.5,6.0,56,2,18,2,477.1,-2
Digital Torque Wrench,Facom,437,32,76,282.7,3.7,49,0,37,5,43.7,162
Pneumatic Drill,Bosch,509,154,294,1888.0,6.4,90,1,71,3,200.9,16
Pneumatic Drill,Facom,1795,102,160,462.4,2.9,111,1,107,3,329.5,32
Borescope,Facom,218,59,12,14.3,1.2,4,0,41,2,21.8,118
Multimeter,Fluke,657,317,140,580.3,4.1,56,0,7,2,65.7,21
Pneumatic Drill,Fluke,1415,45,82,622.9,7.6,26,0,72,3,141.5,77
Digital Torque Wrench,Fluke,291,259,198,258.0,1.3,66,0,0,5,29.1,-5
Digital Torque Wrench,Facom,1597,204,151,318.8,2.1,44,2,63,5,459.7,8
Digital Torque Wrench,Makita,1165,112,153,188.1,1.2,64,2,1,5,416.5,48
Pneumatic Drill,Fluke,64,25,296,1966.3,6.6,89,1,73,3,156.4,128
Pneumatic Drill,Makita,651,57,260,1753.5,6.7,57,3,31,3,515.1,39
Hydraulic Pump,Snap-on,855,77,67,416.2,6.2,31,3,61,2,535.5,73
Multimeter,Makita,1083,138,98,880.7,9.0,62,1,91,2,258.3,21
Borescope,Bosch,1426,12,64,615.8,9.6,36,1,23,2,292.6,105
Hydraulic Pump,Snap-on,1587,16,143,708.1,5.0,35,4,80,2,758.7,86
Pneumatic Drill,Facom,962,62,103,667.9,6.5,52,2,109,3,396.2,80
Multimeter,Snap-on,1428,229,144,1229.1,8.5,87,0,4,2,142.8,0
Hydraulic Pump,Facom,845,22,87,896.6,10.3,26,0,57,2,84.5,120
Digital Torque Wrench,Bosch,979,158,59,88.3,1.5,30,0,27,5,97.9,21
Hydraulic Pump,Snap-on,1054,95,71,434.1,6.1,23,0,48,2,105.4,80
Digital Torque Wrench,Fluke,462,340,185,231.5,1.3,55,0,64,5,46.2,-5
Pneumatic Drill,Bosch,857,31,463,1121.2,2.4,252,2,70,3,385.7,111
Pneumatic Drill,Facom,861,212,129,620.9,4.8,67,2,69,3,386.1,14
Hydraulic Pump,Bosch,1188,344,149,359.2,2.4,66,1,73,2,268.8,12
Multimeter,Facom,857,283,82,294.6,3.6,60,1,77,2,235.7,-4
Hydraulic Pump,Snap-on,1462,126,19,120.4,6.3,12,1,94,2,296.2,10
Digital Torque Wrench,Makita,972,218,162,341.2,2.1,104,0,71,5,97.2,14
Borescope,Facom,976,352,131,1061.9,8.1,102,0,14,2,97.6,-4
Borescope,Snap-on,512,64,113,1149.0,10.2,61,0,31,2,51.2,97
Borescope,Bosch,1004,6,66,731.6,11.1,41,0,31,2,100.4,124
Multimeter,Facom,712,205,132,597.3,4.5,97,0,5,2,71.2,-3
Hydraulic Pump,Bosch,1625,347,125,348.0,2.8,32,1,58,2,312.5,7
Borescope,Snap-on,354,342,65,401.0,6.2,51,0,50,2,35.4,1
Pneumatic Drill,Facom,916,31,327,686.5,2.1,110,0,94,3,91.6,113
Pneumatic Drill,Bosch,61,364,270,1184.3,4.4,200,0,79,3,6.1,14
Pneumatic Drill,Fluke,1030,265,143,640.9,4.5,56,3,73,3,553.0,16
Hydraulic Pump,Facom,982,101,18,70.3,3.9,5,0,11,2,98.2,85
Hydraulic Pump,Bosch,36,99,97,367.1,3.8,58,0,60,2,3.6,73
Hydraulic Pump,Snap-on,966,236,11,115.2,10.5,4,1,79,2,246.6,14
Borescope,Fluke,239,96,56,510.6,9.1,17,0,13,2,23.9,39
Hydraulic Pump,Snap-on,168,277,32,261.9,8.2,7,1,79,2,166.8,4
Multimeter,Fluke,863,360,12,105.9,8.8,7,0,38,2,86.3,18
Digital Torque Wrench,Bosch,1688,77,195,763.8,3.9,52,0,90,5,168.8,46
Multimeter,Snap-on,1703,295,71,184.7,2.6,52,0,91,2,170.3,9
Pneumatic Drill,Snap-on,1129,76,337,2413.7,7.2,81,1,113,3,262.9,33
Borescope,Fluke,105,78,79,585.8,7.4,43,0,59,2,10.5,66
Multimeter,Bosch,1452,309,41,340.8,8.3,14,1,85,2,295.2,17
Hydraulic Pump,Makita,1499,282,13,52.7,4.1,5,0,71,2,149.9,-3
Borescope,Bosch,200,136,81,676.1,8.3,54,0,29,2,20.0,23
Multimeter,Bosch,1526,305,77,164.4,2.1,16,2,59,2,452.6,19
Digital Torque Wrench,Fluke,258,139,160,462.2,2.9,77,0,30,5,25.8,35
Hydraulic Pump,Fluke,194,289,118,1411.7,12.0,83,0,5,2,19.4,17
Hydraulic Pump,Facom,593,298,96,271.7,2.8,48,0,90,2,59.3,5
Multimeter,Fluke,448,206,130,314.6,2.4,28,0,92,2,44.8,12
Multimeter,Bosch,1754,266,113,1223.0,10.8,69,1,50,2,325.4,16
Borescope,Fluke,1563,214,40,112.2,2.8,21,1,5,2,306.3,-1
Digital Torque Wrench,Bosch,1585,200,69,216.2,3.1,15,1,52,5,308.5,16
Hydraulic Pump,Fluke,835,165,101,299.5,3.0,33,0,87,2,83.5,16
Borescope,Makita,1811,293,45,373.9,8.3,34,1,14,2,331.1,-1
Digital Torque Wrench,Bosch,1481,308,46,41.8,0.9,20,0,67,5,148.1,9
Borescope,Bosch,1780,105,87,945.5,10.9,65,1,15,2,328.0,37
Hydraulic Pump,Fluke,756,161,34,235.9,6.9,16,0,43,2,75.6,25
Hydraulic Pump,Bosch,1817,296,94,982.3,10.4,51,0,4,2,181.7,20
Pneumatic Drill,Bosch,678,18,269,1613.8,6.0,125,1,105,3,217.8,124
Digital Torque Wrench,Snap-on,1233,298,33,110.1,3.3,25,1,69,5,273.3,13
Multimeter,Makita,460,304,103,711.2,6.9,38,1,15,2,196.0,13
Hydraulic Pump,Makita,1713,213,124,557.9,4.5,80,1,45,2,321.3,0
Multimeter,Bosch,1505,165,137,1340.5,9.8,70,0,93,2,150.5,10
Digital Torque Wrench,Facom,440,225,145,342.7,2.4,81,0,27,5,44.0,9
Borescope,Snap-on,866,250,133,650.5,4.9,40,0,45,2,86.6,-6
Digital Torque Wrench,Fluke,720,334,42,67.4,1.6,15,2,67,5,372.0,-2
Borescope,Makita,302,208,106,845.7,8.0,68,0,37,2,30.2,13
Borescope,Facom,1579,332,95,275.8,2.9,75,1,45,2,307.9,-5
Hydraulic Pump,Snap-on,36,243,85,855.6,10.1,49,0,77,2,3.6,2
Hydraulic Pump,Snap-on,357,128,89,642.8,7.2,36,0,18,2,35.7,19
Multimeter,Snap-on,729,223,92,638.4,6.9,56,0,79,2,72.9,8
Pneumatic Drill,Fluke,814,274,74,366.7,5.0,20,0,70,3,81.4,19
Digital Torque Wrench,Facom,1411,9,91,63.7,0.7,25,0,19,5,141.1,161
Digital Torque Wrench,Snap-on,1662,133,58,100.3,1.7,45,1,20,5,316.2,40
